앞글자,뒷글자,빈도
덕,땅,2
덕,천,11
덕,더,14
덕,바,1
덕,살,2
덕,걸,1
덕,게,2
덕,곡,1
덕,교,3
덕,국,1
덕,금,3
덕,기,2
덕,니,1
덕,달,1
덕,데,3
덕,동,1
덕,두,7
덕,래,1
덕,량,1
덕,론,1
덕,륭,1
덕,릉,1
덕,만,2
덕,망,2
덕,목,2
덕,문,3
덕,물,3
덕,받,2
덕,밭,1
덕,복,4
덕,본,1
덕,분,1
덕,불,5
덕,비,5
덕,사,6
덕,산,3
덕,색,3
덕,서,2
덕,선,2
덕,솔,1
덕,수,11
덕,시,7
덕,신,4
덕,실,5
덕,안,1
덕,암,1
덕,양,3
덕,어,2
덕,업,3
덕,용,2
덕,우,2
덕,욱,2
덕,원,3
덕,위,3
덕,유,2
덕,육,1
덕,윤,1
덕,음,1
덕,응,2
덕,의,4
덕,인,3
덕,장,3
덕,적,17
덕,정,2
덕,조,1
덕,종,1
덕,주,4
덕,집,1
덕,창,1
덕,청,1
덕,치,6
덕,태,1
덕,택,1
덕,트,9
덕,틀,1
덕,풍,1
덕,항,1
덕,행,3
덕,형,3
덕,혜,2
덕,화,4
덕,후,2
덕,휘,1
덕,흥,2
덕,덜,5
덕,관,1
덕,마,1
덕,들,4
덕,떠,3
덕,떨,3
덕,떼,2
덕,뚜,3
덕,멀,2
덕,군,3
덕,식,1
덕,미,2
덕,효,1
덕,버,3
덕,벌,5
덕,부,5
덕,북,3
덕,뻐,5
덕,뿌,2
덕,삐,2
덕,턴,6
덕,일,2
덕,질,8
덕,공,2
덕,숙,1
덕,린,1
덕,잠,1
덕,쌔,1
덕,쑤,1
덕,쑥,1
덕,쑬,2
덕,씨,1
덕,콩,1
덕,눈,2
덕,말,1
덕,체,3
덕,배,2
덕,순,1
덕,울,4
덕,월,2
덕,영,1
덕,희,4
덕,해,1
덕,무,1
덕,전,1
덕,홍,2
덕,보,2
덕,방,1
덕,자,1
덕,준,1
덕,겸,1
덕,박,2
덕,저,2
덕,절,6
덕,짜,1
덕,째,2
덕,쩔,3
덕,쩨,1
덕,밤,1
덕,찌,3
덕,차,1
덕,처,1
덕,철,6
덕,추,2
덕,덕,8
덕,떡,8
덕,터,2
덕,털,6
덕,투,1
덕,퍼,2
덕,펄,1
덕,푸,6
덕,허,1
덕,헤,2
덕,훌,3
덕,흐,2
덕,흔,1
덕,히,2
버,섯,237
버,들,180
버,나,11
버,너,14
버,시,17
버,지,67
버,슷,11
버,<EOS>,147
버,덩,77
버,무,15
버,리,68
버,찌,5
버,딘,4
버,형,2
버,력,19
버,선,38
버,럭,31
버,러,15
버,그,45
버,꾸,29
버,님,19
버,스,77
버,기,8
버,즘,9
버,릇,26
버,티,16
버,히,4
버,트,20
버,치,7
버,구,3
버,마,14
버,링,3
버,짐,11
버,터,26
버,랑,1
버,넌,1
버,라,5
버,턴,2
버,므,3
버,깅,1
버,드,40
버,럴,2
버,설,3
버,풀,4
버,둥,15
버,르,31
버,니,13
버,른,1
버,십,1
버,이,16
버,팀,14
버,둑,4
버,가,1
버,개,3
버,거,11
버,걱,8
버,겁,1
버,국,1
버,굼,1
버,굿,1
버,근,12
버,글,13
버,금,14
버,긋,5
버,긔,1
버,깨,1
버,껌,1
버,꿈,1
버,꿍,1
버,끄,1
버,끔,1
버,널,1
버,네,4
버,넷,3
버,당,1
버,덕,36
버,덜,1
버,덤,1
버,데,2
버,동,2
버,두,1
버,둣,1
버,득,2
버,든,3
버,듨,3
버,듬,9
버,듸,1
버,디,2
버,따,1
버,래,3
버,랙,1
버,랭,1
버,럼,3
버,렁,1
버,레,9
버,렝,2
버,려,2
버,로,2
버,룩,8
버,름,7
버,릊,8
버,릐,2
버,릴,1
버,림,9
버,몬,1
버,물,2
버,뮤,4
버,믈,2
버,믜,1
버,미,4
버,밀,2
버,밍,2
버,배,2
버,뱅,1
버,버,3
버,벅,3
버,번,2
버,벌,2
버,벙,2
버,베,2
버,부,4
버,블,6
버,빠,1
버,뻐,1
버,뻣,1
버,새,1
버,서,9
버,석,14
버,섬,1
버,섭,1
버,성,3
버,세,1
버,슨,2
버,슬,6
버,슴,1
버,습,1
버,신,1
버,실,4
버,썩,8
버,쓰,1
버,씁,1
버,영,1
버,우,2
버,워,1
버,위,1
버,재,1
버,저,1
버,적,7
버,전,2
버,젓,3
버,정,8
버,주,2
버,즈,2
버,질,1
버,짜,1
버,쩍,3
버,캐,7
버,커,3
버,컬,1
버,케,1
버,켕,1
버,코,2
버,크,7
버,클,5
버,큼,1
버,킷,10
버,킹,1
버,태,1
버,텀,1
버,텅,3
버,튼,6
버,틀,1
버,팅,1
버,패,2
버,퍼,2
버,펄,1
버,프,2
버,피,1
버,의,1
버,브,1
버,헤,4
버,톤,2
버,더,1
버,타,3
버,살,1
버,틈,3
버,소,1
버,진,1
버,랩,1
버,런,1
버,슈,1
버,액,2
버,올,2
버,작,1
버,추,1
버,킬,1
버,하,1
버,핸,1
버,행,1
버,홀,1
버,포,1
버,카,1
버,테,1
버,린,2
버,틴,1
버,보,1
버,씨,1
버,먼,1
섯,<EOS>,263
섯,병,1
섯,지,5
섯,가,1
섯,닢,1
섯,모,6
섯,목,4
섯,무,1
섯,발,2
섯,번,1
섯,잎,2
섯,잠,1
섯,치,1
섯,계,1
섯,기,2
섯,벌,4
섯,질,1
섯,공,1
섯,돌,2
섯,머,2
섯,바,1
섯,이,1
섯,자,1
섯,갈,1
섯,긔,1
섯,등,1
섯,마,1
섯,쟈,1
섯,하,1
섯,띠,1
섯,밭,1
섯,시,1
섯,점,1
섯,줄,3
먼,지,77
먼,<EOS>,113
먼,사,1
먼,총,3
먼,로,5
먼,드,5
먼,트,21
먼,가,3
먼,거,9
먼,경,1
먼,길,1
먼,눈,1
먼,대,1
먼,댕,1
먼,더,1
먼,덕,1
먼,데,1
먼,뎃,3
먼,먼,2
먼,벽,1
먼,바,5
먼,붙,1
먼,산,8
먼,셀,2
먼,여,1
먼,자,1
먼,장,2
먼,저,7
먼,적,2
먼,전,1
먼,젓,1
먼,정,2
먼,제,2
먼,조,1
먼,주,1
먼,짓,1
먼,첨,1
먼,촌,1
먼,침,1
먼,팔,1
먼,하,1
먼,당,1
먼,테,1
먼,호,2
먼,스,3
먼,즈,2
먼,샤,2
먼,틀,2
먼,턴,1
먼,디,1
먼,클,1
먼,점,2
먼,이,1
먼,웰,1
먼,츠,1
밸,<EOS>,15
밸,브,24
밸,빠,1
밸,살,1
밸,균,1
밸,아,1
밸,류,2
밸,리,2
밸,런,10
밸,젓,1
밸,따,3
밸,성,1
밸,결,1
밸,국,1
밸,굽,1
밸,러,1
밸,막,1
밸,머,1
밸,밸,3
밸,거,1
밸,대,1
밸,벽,1
밸,뼈,3
밸,사,3
밸,숨,2
밸,통,1
밸,푸,1
밸,풀,2
밸,호,1
밸,순,1
꽉,새,3
꽉,<EOS>,5
꽉,지,1
뻐,꾹,15
뻐,<EOS>,4
뻐,스,14
뻐,드,15
뻐,리,1
뻐,든,1
뻐,듬,5
뻐,꾸,6
뻐,개,1
뻐,거,8
뻐,걱,8
뻐,그,21
뻐,극,8
뻐,근,3
뻐,글,7
뻐,금,11
뻐,기,1
뻐,꺼,8
뻐,꺽,8
뻐,꿈,1
뻐,꿍,1
뻐,끔,12
뻐,덕,4
뻐,덩,9
뻐,데,1
뻐,두,3
뻐,득,4
뻐,떡,2
뻐,뚜,1
뻐,르,7
뻐,릊,7
뻐,비,1
뻐,새,1
뻐,서,8
뻐,석,8
뻐,시,6
뻐,적,8
뻐,젓,3
뻐,정,2
뻐,쩍,3
뻐,쭈,2
뻐,쭉,3
뻐,치,1
뻐,텅,1
꾹,이,6
꾹,벌,2
꾹,<EOS>,36
꾹,꾹,4
꾹,꾸,1
꾹,돈,1
꾹,저,1
꾹,딸,1
꾹,질,1
꾹,데,1
꾹,하,3
꾹,거,1
꾹,대,1
꾹,찌,2
뿔,개,3
뿔,게,2
뿔,<EOS>,194
뿔,들,2
뿔,나,6
뿔,소,6
뿔,물,1
뿔,쥐,1
뿔,풀,1
뿔,잎,1
뿔,고,3
뿔,사,2
뿔,다,3
뿔,내,2
뿔,서,2
뿔,치,3
뿔,노,1
뿔,매,1
뿔,모,2
뿔,살,1
뿔,주,1
뿔,대,2
뿔,막,1
뿔,공,2
뿔,갓,1
뿔,강,1
뿔,거,1
뿔,건,1
뿔,겡,1
뿔,구,1
뿔,굼,1
뿔,그,13
뿔,긋,8
뿔,기,2
뿔,깃,5
뿔,깍,2
뿔,꿩,1
뿔,끈,8
뿔,농,1
뿔,단,2
뿔,닻,2
뿔,도,1
뿔,돌,4
뿔,떡,1
뿔,뚝,8
뿔,라,2
뿔,락,1
뿔,랍,1
뿔,럭,1
뿔,레,1
뿔,로,1
뿔,루,1
뿔,룩,12
뿔,리,4
뿔,바,2
뿔,밤,1
뿔,벌,2
뿔,블,1
뿔,비,1
뿔,뿔,1
뿔,상,1
뿔,송,1
뿔,실,1
뿔,싸,6
뿔,쌈,1
뿔,우,1
뿔,이,4
뿔,잠,1
뿔,조,1
뿔,종,1
뿔,진,2
뿔,질,4
뿔,쩍,6
뿔,홈,1
뿔,자,1
뿔,갖,1
뿔,뼈,1
뿔,꽃,1
뿔,낚,1
뿔,채,1
뿔,까,1
뿔,깡,1
뿔,꺼,1
뿔,쌍,1
뿔,시,1
뿔,쓸,2
뿔,형,5
뿔,스,2
뿔,같,1
뿔,체,1
뿔,열,1
뿔,솟,1
뿔,홍,1
뿔,야,1
뿔,잉,1
뿔,끝,1
렁,이,193
렁,<EOS>,846
렁,그,3
렁,달,1
렁,호,1
렁,거,48
렁,하,85
렁,대,41
렁,지,7
렁,걸,1
렁,구,5
렁,나,1
렁,탄,1
렁,군,2
렁,선,1
렁,께,1
렁,성,10
렁,저,4
렁,근,1
렁,글,1
렁,기,2
렁,꺼,8
렁,껄,3
렁,벼,1
렁,꾸,1
렁,오,1
렁,꿀,1
렁,배,2
렁,청,2
렁,넓,3
렁,방,1
렁,짓,1
렁,고,1
렁,누,1
렁,버,1
렁,병,3
렁,비,1
렁,빛,1
렁,색,1
렁,쇠,1
렁,시,3
렁,얼,4
렁,체,2
렁,치,5
렁,혹,1
렁,흙,1
렁,광,1
렁,느,1
렁,테,1
렁,덜,2
렁,꾼,1
렁,수,2
렁,듬,1
렁,덩,2
렁,히,1
렁,뎅,2
렁,두,2
렁,밭,1
렁,섶,1
렁,낙,1
렁,내,1
렁,드,4
렁,조,2
렁,허,2
렁,들,1
렁,떠,1
렁,떨,2
렁,밥,1
렁,뗑,1
렁,뚤,2
렁,크,6
렁,태,2
렁,텅,1
렁,감,1
렁,물,1
렁,뼈,1
렁,입,1
렁,토,2
렁,벌,1
렁,뱅,1
렁,뻘,1
렁,서,1
렁,설,1
렁,잇,3
렁,창,1
렁,탕,1
렁,피,1
렁,술,1
렁,스,3
렁,슬,1
렁,까,1
렁,써,1
렁,썰,1
렁,둥,1
렁,쓰,1
렁,씨,3
렁,씰,2
렁,아,1
렁,냥,1
렁,더,2
렁,어,7
렁,뚱,1
렁,질,1
렁,열,1
렁,와,2
렁,넘,3
렁,우,12
렁,쭈,3
렁,푸,2
렁,쉥,1
렁,울,1
렁,줄,3
렁,출,2
렁,워,2
렁,웽,1
렁,으,5
렁,숭,2
렁,얄,1
렁,일,1
렁,종,1
렁,절,2
렁,젱,1
렁,주,1
렁,즈,4
렁,쿠,5
렁,쩌,4
렁,쩔,2
렁,쩽,1
렁,벽,1
렁,쭐,1
렁,찌,2
렁,챙,2
렁,처,4
렁,철,2
렁,쳉,2
렁,바,1
렁,츠,1
렁,칠,1
렁,컬,2
렁,쿨,3
렁,쿵,2
렁,터,2
렁,꽃,1
렁,털,1
렁,투,2
렁,툴,2
렁,펄,1
렁,풀,1
렁,헐,3
렁,후,3
렁,훌,1
렁,흔,1
앞,구,3
앞,잡,14
앞,꾸,3
앞,산,2
앞,시,1
앞,<EOS>,215
앞,갈,4
앞,그,2
앞,엽,1
앞,무,4
앞,뺌,1
앞,서,2
앞,으,7
앞,막,1
앞,칸,1
앞,기,3
앞,이,2
앞,성,4
앞,방,1
앞,가,2
앞,감,2
앞,개,1
앞,걸,2
앞,겹,1
앞,곁,1
앞,고,1
앞,골,1
앞,깃,1
앞,눈,1
앞,늘,1
앞,니,2
앞,다,2
앞,단,1
앞,담,2
앞,대,3
앞,도,1
앞,동,1
앞,뒤,12
앞,뒷,1
앞,등,1
앞,뜨,1
앞,뜰,2
앞,마,1
앞,머,3
앞,메,1
앞,면,3
앞,모,2
앞,물,2
앞,바,2
앞,발,3
앞,배,1
앞,벌,1
앞,별,1
앞,보,1
앞,불,1
앞,붉,3
앞,붙,4
앞,빼,2
앞,뾰,1
앞,삽,1
앞,상,1
앞,선,6
앞,설,2
앞,세,2
앞,소,1
앞,손,1
앞,앞,1
앞,에,1
앞,엣,1
앞,장,5
앞,조,1
앞,줄,2
앞,지,7
앞,질,3
앞,짜,1
앞,짧,1
앞,차,2
앞,찬,1
앞,채,3
앞,처,2
앞,천,2
앞,치,3
앞,코,1
앞,탁,1
앞,터,1
앞,턱,3
앞,톱,2
앞,통,1
앞,트,2
앞,편,1
앞,햇,1
앞,혀,1
앞,혓,1
앞,흙,1
앞,섬,1
앞,문,1
앞,굽,2
앞,뿌,1
앞,수,1
멍,아,5
멍,<EOS>,273
멍,어,2
멍,벌,11
멍,덕,4
멍,오,1
멍,에,24
멍,고,1
멍,김,1
멍,깍,1
멍,난,1
멍,노,1
멍,따,1
멍,땜,2
멍,떼,1
멍,뚫,6
멍,률,1
멍,무,2
멍,바,1
멍,반,1
멍,벽,1
멍,보,1
멍,짜,1
멍,창,1
멍,철,1
멍,층,1
멍,파,1
멍,판,3
멍,푸,1
멍,혈,1
멍,게,2
멍,가,1
멍,석,25
멍,울,11
멍,구,7
멍,증,1
멍,음,1
멍,기,1
멍,얽,1
멍,더,1
멍,수,1
멍,들,1
멍,감,1
멍,군,2
멍,꿀,1
멍,내,1
멍,다,1
멍,당,1
멍,드,1
멍,디,1
멍,멍,8
멍,쐬,1
멍,엣,3
멍,여,1
멍,우,5
멍,이,4
멍,장,3
멍,지,1
멍,쯔,1
멍,청,8
멍,추,1
멍,치,2
멍,크,1
멍,키,3
멍,털,5
멍,텅,6
멍,훈,1
멍,농,1
멍,채,1
멍,버,1
멍,방,1
멍,하,4
멍,덩,4
멍,덜,1
멍,얼,1
멍,관,1
멍,거,1
멍,낫,1
멍,눈,1
멍,스,2
멍,줄,2
멍,콩,1
멍,쭐,1
멍,자,1
멍,발,1
메,바,38
메,데,14
메,스,22
메,<EOS>,226
메,기,63
메,아,7
메,시,23
메,뚜,47
메,라,69
메,들,6
메,꽃,7
메,다,33
메,새,7
메,밀,34
메,이,80
메,우,11
메,리,109
메,구,5
메,레,4
메,달,15
메,모,19
메,혼,2
메,르,39
메,어,8
메,탈,26
메,터,23
메,테,17
메,톡,6
메,야,1
메,헌,2
메,칫,2
메,논,3
메,움,7
메,탄,20
메,섹,1
메,틸,80
메,세,4
메,론,1
메,토,4
메,타,43
메,니,14
메,인,17
메,나,10
메,자,4
메,골,1
메,내,4
메,딸,1
메,마,3
메,무,1
메,산,2
메,솔,1
메,역,6
메,옥,1
메,털,1
메,투,2
메,치,10
메,트,33
메,검,2
메,일,6
메,드,3
메,주,12
메,돈,1
메,군,1
메,하,6
메,디,16
메,오,7
메,느,2
메,질,7
메,가,31
메,간,2
메,갈,5
메,감,2
메,강,1
메,거,2
메,겡,1
메,고,2
메,굴,1
메,그,2
메,길,1
메,김,3
메,깃,2
메,깐,1
메,깟,1
메,께,2
메,꼬,1
메,꼴,1
메,꾸,2
메,꾼,1
메,꿈,2
메,꿎,1
메,끼,2
메,난,1
메,남,1
메,낭,1
메,네,10
메,넨,1
메,넬,3
메,노,7
메,누,1
메,뉴,5
메,늘,2
메,답,1
메,대,2
메,더,1
메,도,1
메,두,1
메,따,1
메,때,1
메,떼,1
메,똥,1
메,뚱,1
메,뛰,1
메,띠,2
메,러,2
메,로,9
메,롭,1
메,롱,1
메,루,4
메,룽,4
메,를,2
메,린,2
메,릴,1
메,링,1
메,메,1
메,물,1
메,박,1
메,밭,1
메,벤,1
메,부,5
메,브,1
메,비,1
메,뿌,1
메,삐,1
메,사,8
메,셰,1
메,소,12
메,손,1
메,숲,1
메,쉬,1
메,슈,1
메,슥,7
메,신,4
메,실,1
메,싸,2
메,압,1
메,약,1
메,에,2
메,여,5
메,영,1
메,온,1
메,옹,1
메,유,1
메,작,2
메,잘,1
메,잡,1
메,저,1
메,조,13
메,존,1
메,종,1
메,죽,2
메,줏,6
메,쥐,2
메,지,5
메,짐,2
메,집,1
메,차,2
메,청,1
메,초,1
메,추,15
메,취,1
메,카,4
메,캐,1
메,커,8
메,케,4
메,콩,2
메,쿠,1
메,클,1
메,른,2
메,태,1
메,톤,3
메,톨,1
메,통,1
메,티,5
메,파,2
메,팽,1
메,페,1
메,프,2
메,피,3
메,헬,1
메,홍,1
메,흙,6
메,희,2
메,히,1
메,뽐,1
메,랑,2
메,돼,1
메,츠,1
메,키,1
메,풀,1
메,랄,3
메,틴,2
메,줄,1
메,훔,1
메,닭,1
메,룬,3
메,콘,3
메,튬,2
별,꽃,27
별,감,24
별,초,14
별,<EOS>,738
별,성,9
별,신,16
별,곡,45
별,경,2
별,계,2
별,교,2
별,담,1
별,동,5
별,분,1
별,설,5
별,쇠,1
별,용,1
별,유,7
별,윤,1
별,적,9
별,전,4
별,정,6
별,주,5
별,책,2
별,기,27
별,무,18
별,자,18
별,장,16
별,사,9
별,천,3
별,구,7
별,메,1
별,훈,1
별,표,3
별,대,5
별,궁,2
별,영,5
별,통,1
별,떼,4
별,밤,1
별,희,1
별,론,3
별,가,8
별,작,3
별,벌,1
별,노,2
별,버,2
별,하,7
별,히,1
별,나,3
별,되,1
별,술,1
별,시,8
별,의,4
별,이,4
별,요,2
별,법,6
별,권,2
별,행,2
별,각,1
별,간,1
별,갑,1
별,강,2
별,개,3
별,거,4
별,건,2
별,검,2
별,게,2
별,격,1
별,견,2
별,고,5
별,곤,1
별,공,1
별,과,3
별,관,2
별,국,1
별,군,3
별,급,5
별,꼬,1
별,날,1
별,납,3
별,단,2
별,당,1
별,댁,1
별,도,4
별,돌,1
별,두,2
별,따,2
별,딱,1
별,똥,5
별,랑,2
별,래,1
별,러,1
별,례,3
별,로,2
별,록,2
별,루,1
별,류,1
별,르,1
별,름,2
별,리,4
별,립,4
별,마,1
별,말,1
별,매,1
별,면,1
별,명,1
별,모,1
별,묘,1
별,묵,1
별,문,2
별,물,2
별,미,4
별,박,5
별,반,3
별,방,1
별,배,3
별,백,1
별,번,1
별,벗,1
별,별,2
별,스,3
별,보,4
별,복,1
별,본,1
별,봉,2
별,부,2
별,불,1
별,비,2
별,산,3
별,살,1
별,상,2
별,서,2
별,석,1
별,선,5
별,세,4
별,소,2
별,송,2
별,쇄,2
별,수,4
별,순,2
별,식,2
별,실,1
별,악,1
별,안,3
별,양,1
별,언,2
별,업,1
별,여,1
별,연,1
별,옴,1
별,와,1
별,완,2
별,욕,1
별,우,1
별,원,1
별,위,1
별,은,1
별,인,1
별,임,1
별,입,1
별,잔,1
별,재,1
별,저,2
별,점,3
별,제,5
별,조,4
별,존,2
별,종,1
별,좌,2
별,줄,1
별,중,1
별,증,2
별,지,3
별,진,1
별,짐,2
별,집,2
별,짜,1
별,쭝,4
별,찌,5
별,차,2
별,찬,1
별,찮,1
별,채,1
별,챗,1
별,첨,2
별,청,2
별,체,1
별,축,3
별,취,1
별,치,3
별,칙,1
별,침,1
별,칭,1
별,탕,2
별,택,3
별,토,1
별,파,3
별,판,1
별,편,1
별,포,1
별,폭,1
별,품,1
별,학,1
별,한,1
별,항,1
별,해,1
별,협,2
별,형,1
별,호,2
별,혹,1
별,화,4
별,환,1
별,회,1
별,효,1
별,후,2
별,앙,1
별,없,1
별,할,1
별,족,1
별,테,1
별,금,1
별,돈,1
별,렬,1
별,칼,1
벚,나,23
벚,꽃,4
벚,<EOS>,6
깨,<EOS>,253
깨,묵,17
깨,끼,19
깨,기,16
깨,미,13
깨,다,11
깨,알,6
깨,가,2
깨,개,1
깨,갱,7
깨,고,4
깨,곰,2
깨,구,3
깨,글,1
깨,금,6
깨,까,3
깨,깔,1
깨,깨,2
깨,뚭,1
깨,꺼,1
깨,꼬,1
깨,꼼,1
깨,꾸,1
깨,꾹,1
깨,꾼,1
깨,끄,1
깨,끌,1
깨,끔,7
깨,끗,3
깨,나,7
깨,단,2
깨,닫,1
깨,달,3
깨,도,2
깨,동,2
깨,드,8
깨,득,7
깨,들,7
깨,따,1
깨,똥,3
깨,뚜,1
깨,뚱,1
깨,뜨,1
깨,뜰,2
깨,띠,2
깨,랑,1
깨,르,8
깨,리,2
깨,말,1
깨,목,1
깨,무,1
깨,물,5
깨,바,3
깨,배,3
깨,북,1
깨,불,1
깨,빈,1
깨,성,2
깨,악,1
깨,앙,1
깨,앨,1
깨,어,4
깨,얼,1
깨,엘,1
깨,여,2
깨,우,15
깨,울,15
깨,움,7
깨,웃,9
깨,을,2
깨,이,11
깨,인,1
깨,잎,9
깨,작,10
깨,적,1
깨,죽,7
깨,지,8
깨,진,4
깨,질,12
깨,찌,3
깨,치,1
깨,트,1
깨,판,1
깨,막,1
깨,비,80
깨,방,2
깨,더,1
깨,빗,1
깨,군,1
깨,아,1
깨,잡,1
깨,중,2
깨,수,5
깨,풀,1
깨,걸,1
깨,결,1
깨,그,1
깨,너,2
깨,노,1
깨,던,1
깨,등,2
깨,마,2
깨,맞,1
깨,밀,1
깨,박,1
깨,받,2
깨,부,1
깨,뼈,3
깨,사,1
깨,세,1
깨,숨,1
깨,식,1
깨,싸,1
깨,저,1
깨,집,1
깨,추,1
깨,팍,1
깨,팔,1
깨,흰,1
깨,돌,1
깨,혹,1
깨,총,1
깨,국,1
깨,월,1
깨,생,1
깨,새,1
쐐,기,70
쐐,<EOS>,5
쐐,액,1
잔,대,21
잔,털,9
잔,<EOS>,298
잔,지,10
잔,류,50
잔,디,17
잔,등,16
잔,콩,1
잔,섭,1
잔,금,4
잔,액,10
잔,줄,4
잔,치,36
잔,교,8
잔,자,7
잔,말,4
잔,버,1
잔,읍,3
잔,유,3
잔,편,3
잔,간,2
잔,고,8
잔,스,2
잔,체,2
잔,꽃,5
잔,덩,1
잔,묵,2
잔,산,5
잔,나,4
잔,인,14
잔,별,1
잔,년,2
잔,상,11
잔,주,7
잔,재,4
잔,티,1
잔,틴,7
잔,표,1
잔,빗,2
잔,서,2
잔,떨,4
잔,사,3
잔,타,2
잔,관,2
잔,백,1
잔,구,5
잔,누,5
잔,각,1
잔,갈,1
잔,거,2
잔,걱,1
잔,건,1
잔,결,5
잔,경,1
잔,골,1
잔,공,1
잔,과,1
잔,광,1
잔,괴,2
잔,국,1
잔,귀,1
잔,그,1
잔,근,1
잔,기,2
잔,날,1
잔,녈,1
잔,뇨,1
잔,능,1
잔,다,2
잔,단,1
잔,달,2
잔,당,2
잔,더,1
잔,도,3
잔,독,3
잔,돈,1
잔,돌,2
잔,동,2
잔,두,2
잔,드,3
잔,득,9
잔,딧,1
잔,떼,1
잔,뜩,3
잔,띠,2
잔,량,1
잔,렬,1
잔,롱,1
잔,루,1
잔,망,7
잔,매,1
잔,맥,1
잔,맹,1
잔,머,1
잔,멀,1
잔,메,3
잔,면,1
잔,멸,3
잔,명,1
잔,못,2
잔,몽,1
잔,무,2
잔,물,6
잔,미,2
잔,민,1
잔,바,1
잔,박,2
잔,반,2
잔,발,5
잔,배,4
잔,뱀,1
잔,볏,1
잔,병,4
잔,본,1
잔,부,6
잔,불,4
잔,비,4
잔,뿔,1
잔,살,5
잔,생,2
잔,선,1
잔,설,1
잔,성,1
잔,셈,1
잔,소,5
잔,손,4
잔,솔,6
잔,수,3
잔,술,1
잔,승,1
잔,실,1
잔,심,3
잔,쐐,1
잔,아,1
잔,악,7
잔,알,1
잔,암,1
잔,앵,1
잔,야,1
잔,약,2
잔,양,2
잔,업,2
잔,여,9
잔,역,1
잔,연,1
잔,열,2
잔,염,1
잔,영,1
잔,오,1
잔,왕,1
잔,용,1
잔,우,1
잔,운,1
잔,원,2
잔,월,2
잔,음,1
잔,이,1
잔,일,2
잔,입,1
잔,잉,3
잔,잎,2
잔,작,3
잔,잔,6
잔,장,1
잔,적,6
잔,전,1
잔,정,1
잔,조,8
잔,족,1
잔,존,17
잔,졸,2
잔,좁,1
잔,즈,1
잔,즐,6
잔,즛,1
잔,질,5
잔,창,1
잔,채,4
잔,챙,1
잔,척,1
잔,천,1
잔,초,1
잔,촉,1
잔,추,1
잔,춘,1
잔,침,1
잔,칫,4
잔,칼,1
잔,캥,1
잔,태,1
잔,테,2
잔,토,1
잔,톱,2
잔,파,2
잔,판,2
잔,패,2
잔,폐,3
잔,포,4
잔,풀,3
잔,품,1
잔,풍,3
잔,피,2
잔,하,3
잔,학,5
잔,한,1
잔,해,2
잔,행,1
잔,향,4
잔,허,1
잔,혈,2
잔,호,1
잔,혹,5
잔,혼,1
잔,화,1
잔,회,2
잔,효,2
잔,훼,2
잔,흔,1
잔,트,2
잔,차,1
잔,례,1
잔,저,1
잔,히,1
잔,어,1
향,나,21
향,유,13
향,적,8
향,<EOS>,855
향,수,10
향,낭,5
향,설,4
향,풀,3
향,학,18
향,부,8
향,출,1
향,동,5
향,곡,19
향,산,18
향,교,4
향,시,3
향,악,17
향,화,8
향,계,7
향,로,10
향,어,6
향,기,13
향,내,1
향,초,3
향,형,5
향,사,11
향,성,24
향,비,2
향,이,3
향,연,3
향,감,1
향,제,3
향,살,3
향,하,6
향,청,2
향,소,5
향,품,2
향,민,2
향,고,5
향,집,3
향,경,3
향,의,3
향,도,11
향,각,3
향,리,7
향,점,3
향,려,1
향,발,4
향,상,9
향,속,2
향,손,1
향,요,2
향,재,3
향,족,12
향,거,2
향,응,4
향,범,1
향,모,3
향,약,12
향,구,1
향,엄,1
향,가,6
향,탁,2
향,표,1
향,무,5
향,료,8
향,조,3
향,색,2
향,앞,2
향,열,2
향,음,7
향,검,1
향,닻,1
향,질,1
향,당,5
향,순,1
향,실,2
향,령,4
향,간,2
향,과,1
향,탐,1
향,례,4
향,춘,4
향,완,5
향,채,2
향,갈,1
향,갑,1
향,객,1
향,골,1
향,공,1
향,관,2
향,광,1
향,국,2
향,군,1
향,궤,1
향,그,1
향,금,1
향,긋,3
향,긔,1
향,남,2
향,년,1
향,념,2
향,다,1
향,단,1
향,대,1
향,락,10
향,랑,3
향,래,1
향,록,1
향,론,1
향,루,1
향,류,2
향,린,1
향,마,1
향,망,1
향,맹,1
향,명,2
향,목,1
향,몽,1
향,미,4
향,반,1
향,방,3
향,배,4
향,벽,2
향,병,1
향,보,3
향,복,2
향,북,2
향,분,1
향,불,1
향,서,2
향,선,2
향,솔,1
향,숙,1
향,식,2
향,신,4
향,심,2
향,아,2
향,안,3
향,암,2
향,앙,3
향,양,5
향,여,2
향,역,1
향,염,2
향,오,1
향,온,2
향,왕,3
향,용,1
향,우,3
향,운,1
향,원,1
향,월,2
향,위,1
향,은,1
향,읍,1
향,익,2
향,인,4
향,일,4
향,임,1
향,자,1
향,장,3
향,저,2
향,전,4
향,접,1
향,정,4
향,좌,1
향,주,3
향,중,2
향,쥐,1
향,지,1
향,직,2
향,진,4
향,차,1
향,찬,1
향,찰,1
향,참,1
향,창,1
향,천,3
향,첩,1
향,촉,1
향,촌,1
향,추,1
향,축,2
향,취,1
향,친,1
향,탄,1
향,탕,1
향,토,23
향,판,1
향,패,1
향,페,1
향,편,1
향,폐,1
향,포,1
향,풍,1
향,함,1
향,합,1
향,항,1
향,해,1
향,현,1
향,호,1
향,혼,1
향,회,1
향,후,1
